customer_id,first_name,last_name,email,city,signup_date,customer_segment
352,Kimberly,Reyes,kimberly.reyes@email.com,Bristol,2025-07-20,Enterprise
353,Lindsay,Hernandez,lindsay.hernandez@email.com,Cardiff,2024-10-07,Standard
354,Michael,Hunter,michael.hunter@email.com,Sheffield,2025-08-18,Premium
355,Stephanie,Rios,stephanie.rios@email.com,Birmingham,2024-10-27,Enterprise
356,Adam,Morales,adam.morales@email.com,Birmingham,2026-01-20,Standard
357,Amanda,Evans,amanda.evans@email.com,London,2024-07-06,Premium
358,Kara,Jones,kara.jones@email.com,Manchester,2026-05-17,Standard
359,Travis,Hicks,travis.hicks@email.com,Glasgow,2025-05-19,Standard
360,Jermaine,Cole,jermaine.cole@email.com,Glasgow,2024-07-18,Enterprise
361,Terri,Coleman,terri.coleman@email.com,Liverpool,2026-01-08,Premium
362,Martha,Lawrence,martha.lawrence@email.com,Cardiff,2026-06-27,Premium
363,Bobby,Olsen,bobby.olsen@email.com,Sheffield,2024-11-04,Enterprise
364,Wendy,Bailey,wendy.bailey@email.com,Liverpool,2025-06-28,Premium
365,Gloria,Rush,gloria.rush@email.com,Glasgow,2024-07-12,Enterprise
366,Jonathan,Patrick,jonathan.patrick@email.com,Birmingham,2024-08-10,Enterprise
367,Hunter,Austin,hunter.austin@email.com,Cardiff,2024-12-12,Premium
368,Lucas,Page,lucas.page@email.com,Glasgow,2024-07-08,Enterprise
369,Derrick,Martinez,derrick.martinez@email.com,London,2026-05-20,Premium
370,Jordan,Reilly,jordan.reilly@email.com,Sheffield,2025-05-11,Enterprise
371,Rebecca,Wood,rebecca.wood@email.com,Birmingham,2025-07-04,Standard
372,Ethan,Jones,ethan.jones@email.com,London,2026-01-20,Standard
373,Amanda,Jackson,amanda.jackson@email.com,Bristol,2024-12-01,Standard
374,Blake,Howard,blake.howard@email.com,Edinburgh,2025-09-16,Enterprise
375,Brian,Winters,brian.winters@email.com,London,2026-02-12,Premium
376,Lindsey,Nielsen,lindsey.nielsen@email.com,Sheffield,2026-03-28,Premium
377,Zachary,Mercado,zachary.mercado@email.com,London,2025-12-03,Enterprise
378,Angela,Ramirez,angela.ramirez@email.com,Glasgow,2024-07-20,Enterprise
379,Louis,Wilson,louis.wilson@email.com,Bristol,2024-11-18,Enterprise
380,Nina,Ball,nina.ball@email.com,Leeds,2025-12-17,Standard
381,Robyn,King,robyn.king@email.com,Cardiff,2026-03-08,Enterprise
382,Jordan,Wells,jordan.wells@email.com,Edinburgh,2025-08-10,Standard
383,Patricia,Rice,patricia.rice@email.com,Edinburgh,2025-05-29,Standard
384,Jose,Stevenson,jose.stevenson@email.com,Edinburgh,2026-04-26,Enterprise
385,Brian,Cannon,brian.cannon@email.com,Manchester,2025-04-30,Standard
386,Deborah,Smith,deborah.smith@email.com,Manchester,2025-01-17,Standard
387,Kevin,Butler,kevin.butler@email.com,Birmingham,2025-03-07,Standard
388,Jennifer,Moore,jennifer.moore@email.com,Cardiff,2026-03-23,Premium
389,Lisa,Cruz,lisa.cruz@email.com,London,2025-07-01,Standard
390,Alicia,Carter,alicia.carter@email.com,Sheffield,2026-06-02,Standard
391,Katherine,Nichols,katherine.nichols@email.com,Birmingham,2024-11-19,Premium
392,Ruben,Wilson,ruben.wilson@email.com,Cardiff,2025-10-03,Standard
393,Susan,Lane,susan.lane@email.com,Glasgow,2024-12-27,Enterprise
394,Diana,Perez,diana.perez@email.com,Bristol,2024-12-27,Enterprise
395,Glenn,Chang,glenn.chang@email.com,London,2026-06-07,Premium
396,Jaime,Bush,jaime.bush@email.com,Liverpool,2025-09-02,Enterprise
397,Mark,Barnes,mark.barnes@email.com,Cardiff,2026-03-12,Standard
398,Sarah,Shepherd,sarah.shepherd@email.com,London,2025-12-19,Standard
399,Donald,Clarke,donald.clarke@email.com,Leeds,2024-07-26,Enterprise
400,Bryan,Roberts,bryan.roberts@email.com,Leeds,2025-07-15,Premium
401,Brittany,White,brittany.white@email.com,Leeds,2025-08-17,Premium
402,Sarah,Young,sarah.young@email.com,Manchester,2025-06-22,Premium
403,Christine,Armstrong,christine.armstrong@email.com,Manchester,2026-02-18,Premium
404,James,Garcia,james.garcia@email.com,Birmingham,2026-02-14,Standard
405,Gina,Smith,gina.smith@email.com,London,2024-09-24,Enterprise
406,Heidi,Todd,heidi.todd@email.com,London,2025-10-01,Premium
407,Erik,Bell,erik.bell@email.com,Edinburgh,2026-06-11,Premium
408,Timothy,Bailey,timothy.bailey@email.com,Edinburgh,2025-12-06,Premium
409,Sarah,Williams,sarah.williams@email.com,Bristol,2025-08-09,Premium
410,Audrey,Romero,audrey.romero@email.com,Bristol,2025-12-19,Premium
411,Jared,Weeks,jared.weeks@email.com,Leeds,2024-12-13,Enterprise
412,Tammy,Anthony,tammy.anthony@email.com,Edinburgh,2026-01-07,Enterprise
413,Brenda,Moreno,brenda.moreno@email.com,Glasgow,2025-09-11,Standard
414,Theresa,Jones,theresa.jones@email.com,Birmingham,2025-08-30,Standard
415,Nicole,Hamilton,nicole.hamilton@email.com,Liverpool,2024-10-25,Enterprise
416,Joshua,Valdez,joshua.valdez@email.com,Bristol,2026-02-02,Enterprise
417,Brittney,Nelson,brittney.nelson@email.com,Liverpool,2026-03-16,Enterprise
418,Christine,Garcia,christine.garcia@email.com,Sheffield,2026-05-11,Premium
419,Sandra,Herman,sandra.herman@email.com,Sheffield,2025-05-09,Premium
420,Jonathan,Vaughan,jonathan.vaughan@email.com,Manchester,2026-06-28,Enterprise
421,Diana,Garcia,diana.garcia@email.com,Liverpool,2025-03-11,Enterprise
422,John,Price,john.price@email.com,Liverpool,2024-11-17,Standard
423,Courtney,Harper,courtney.harper@email.com,London,2024-08-24,Premium
424,Patricia,Roman,patricia.roman@email.com,Cardiff,2024-12-29,Premium
425,Tony,Davis,tony.davis@email.com,Birmingham,2025-03-23,Premium
426,Karen,Mcconnell,karen.mcconnell@email.com,Leeds,2024-07-06,Standard
427,Paul,Pratt,paul.pratt@email.com,Bristol,2025-09-01,Enterprise
428,Matthew,Olson,matthew.olson@email.com,Liverpool,2024-09-29,Standard
429,Christine,Hernandez,christine.hernandez@email.com,Leeds,2026-05-22,Premium
430,Sarah,House,sarah.house@email.com,Edinburgh,2025-10-14,Enterprise
431,Tracy,Young,tracy.young@email.com,Sheffield,2025-07-06,Standard
432,Matthew,Barajas,matthew.barajas@email.com,Liverpool,2026-01-27,Premium
433,Melissa,Gordon,melissa.gordon@email.com,Liverpool,2025-06-02,Standard
434,Scott,Rodriguez,scott.rodriguez@email.com,Bristol,2025-04-09,Enterprise
435,Joan,Matthews,joan.matthews@email.com,London,2025-12-30,Standard
436,Ray,Bailey,ray.bailey@email.com,Leeds,2025-08-18,Enterprise
437,Barbara,Wright,barbara.wright@email.com,Glasgow,2025-08-15,Standard
438,Paul,Lewis,paul.lewis@email.com,Leeds,2025-02-08,Enterprise
439,Monica,Wyatt,monica.wyatt@email.com,Sheffield,2026-03-29,Premium
440,Margaret,Everett,margaret.everett@email.com,Edinburgh,2025-02-17,Premium
441,Suzanne,Watson,suzanne.watson@email.com,Sheffield,2025-12-28,Standard
442,Kristen,Haynes,kristen.haynes@email.com,Edinburgh,2024-10-30,Enterprise
443,Michael,Wolfe,michael.wolfe@email.com,Leeds,2025-04-17,Premium
444,Jon,Anderson,jon.anderson@email.com,Manchester,2024-10-23,Premium
445,Timothy,Gonzales,timothy.gonzales@email.com,Glasgow,2026-03-17,Enterprise
446,Samantha,Cobb,samantha.cobb@email.com,London,2026-04-15,Premium
447,Robert,Collins,robert.collins@email.com,Cardiff,2024-12-30,Standard
448,Benjamin,Gibson,benjamin.gibson@email.com,London,2024-10-06,Premium
449,Brian,Murphy,brian.murphy@email.com,Glasgow,2026-04-27,Enterprise
450,Latasha,Stevens,latasha.stevens@email.com,Cardiff,2025-12-27,Enterprise
451,Stephen,Villanueva,stephen.villanueva@email.com,Sheffield,2026-05-02,Standard
452,Kimberly,Edwards,kimberly.edwards@email.com,London,2026-05-15,Enterprise
453,Christopher,Stevenson,christopher.stevenson@email.com,Cardiff,2024-12-19,Standard
454,Katelyn,Christian,katelyn.christian@email.com,Liverpool,2025-01-14,Enterprise
455,Charles,Benjamin,charles.benjamin@email.com,Edinburgh,2024-08-16,Standard
456,Paul,Rivera,paul.rivera@email.com,London,2024-08-13,Premium
457,Robert,Adams,robert.adams@email.com,London,2025-04-26,Enterprise
458,Hannah,Hernandez,hannah.hernandez@email.com,Leeds,2026-03-03,Standard
459,Jennifer,Wells,jennifer.wells@email.com,Cardiff,2026-03-10,Enterprise
460,Daniel,Mckenzie,daniel.mckenzie@email.com,Manchester,2026-06-15,Enterprise
461,Jacob,Moran,jacob.moran@email.com,Bristol,2025-12-22,Premium
462,Luis,Baker,luis.baker@email.com,London,2026-02-06,Premium
463,Andrew,Woods,andrew.woods@email.com,Sheffield,2024-07-23,Standard
464,Laura,Conway,laura.conway@email.com,Liverpool,2026-02-19,Premium
465,Rebecca,Sullivan,rebecca.sullivan@email.com,Glasgow,2026-02-17,Standard
466,Sarah,Morrow,sarah.morrow@email.com,London,2025-09-18,Enterprise
467,Alice,Franklin,alice.franklin@email.com,Cardiff,2026-06-06,Premium
468,Michele,Jones,michele.jones@email.com,Birmingham,2025-07-03,Premium
469,Valerie,Key,valerie.key@email.com,Birmingham,2026-02-04,Standard
470,Andrew,Hamilton,andrew.hamilton@email.com,London,2025-04-20,Enterprise
471,Tyler,Hart,tyler.hart@email.com,Birmingham,2025-09-17,Premium
472,Mitchell,Miranda,mitchell.miranda@email.com,Edinburgh,2024-09-03,Enterprise
473,Vanessa,Rivera,vanessa.rivera@email.com,Bristol,2024-10-15,Standard
474,Dana,Snyder,dana.snyder@email.com,Bristol,2024-08-24,Premium
475,Robert,Ware,robert.ware@email.com,Liverpool,2025-10-07,Premium
476,Gloria,Saunders,gloria.saunders@email.com,Sheffield,2025-11-01,Enterprise
477,Chad,Villanueva,chad.villanueva@email.com,Cardiff,2025-05-04,Premium
478,Jerry,Hunt,jerry.hunt@email.com,Glasgow,2026-06-18,Enterprise
479,Marissa,Aguilar,marissa.aguilar@email.com,Liverpool,2025-07-05,Premium
480,Amanda,Patterson,amanda.patterson@email.com,Birmingham,2026-03-01,Premium
481,Ruth,Shaw,ruth.shaw@email.com,Liverpool,2026-02-28,Standard
482,Connor,Green,connor.green@email.com,Glasgow,2026-03-21,Premium
483,Tara,Owens,tara.owens@email.com,Leeds,2026-04-28,Standard
484,Joshua,Rodriguez,joshua.rodriguez@email.com,Liverpool,2025-03-02,Standard
485,Jennifer,Sawyer,jennifer.sawyer@email.com,Cardiff,2025-10-08,Premium
486,Chelsea,Farmer,chelsea.farmer@email.com,Sheffield,2024-12-13,Enterprise
487,Krystal,Dorsey,krystal.dorsey@email.com,Liverpool,2024-11-30,Standard
488,Christine,Mercado,christine.mercado@email.com,Bristol,2024-11-07,Premium
489,Kara,Drake,kara.drake@email.com,Cardiff,2025-08-28,Premium
490,Lauren,Harris,lauren.harris@email.com,Liverpool,2025-04-26,Enterprise
491,Cindy,Alexander,cindy.alexander@email.com,Sheffield,2024-11-26,Premium
492,David,Green,david.green@email.com,Sheffield,2025-04-03,Enterprise
493,Peter,Gomez,peter.gomez@email.com,Cardiff,2024-08-13,Standard
494,Kayla,Marshall,kayla.marshall@email.com,Liverpool,2025-05-26,Standard
495,James,Mccarthy,james.mccarthy@email.com,London,2025-03-03,Premium
496,Kathryn,Myers,kathryn.myers@email.com,Edinburgh,2024-09-11,Premium
497,Rachel,Mitchell,rachel.mitchell@email.com,Birmingham,2024-08-30,Enterprise
498,Robert,Adams,robert.adams@email.com,Sheffield,2025-09-10,Enterprise
499,Alyssa,Griffin,alyssa.griffin@email.com,Liverpool,2025-10-23,Enterprise
500,Angelica,Mcgee,angelica.mcgee@email.com,Leeds,2024-10-07,Enterprise
501,William,Carpenter,william.carpenter@email.com,Liverpool,2024-08-02,Standard
502,David,Fowler,david.fowler@email.com,London,2025-09-01,Standard
503,Maria,Randolph,maria.randolph@email.com,London,2025-02-24,Premium
504,Peggy,Cameron,peggy.cameron@email.com,Cardiff,2026-04-29,Standard
505,Crystal,Boyle,crystal.boyle@email.com,Birmingham,2026-05-07,Standard
506,Kathleen,Doyle,kathleen.doyle@email.com,Sheffield,2025-06-22,Standard
507,Kelsey,Robbins,kelsey.robbins@email.com,Glasgow,2024-08-28,Standard
508,Craig,Jimenez,craig.jimenez@email.com,Cardiff,2025-12-31,Enterprise
509,Mark,Ray,mark.ray@email.com,Liverpool,2025-06-05,Enterprise
510,Elizabeth,Watts,elizabeth.watts@email.com,Birmingham,2026-01-12,Standard
511,Steven,Cooper,steven.cooper@email.com,Leeds,2026-03-20,Premium
512,Lisa,Morgan,lisa.morgan@email.com,Liverpool,2025-01-11,Standard
513,James,Clark,james.clark@email.com,Birmingham,2024-10-27,Premium
514,Deborah,Davis,deborah.davis@email.com,Edinburgh,2025-05-06,Enterprise
515,Sean,Lee,sean.lee@email.com,Sheffield,2025-10-07,Enterprise
516,Jeffery,Anderson,jeffery.anderson@email.com,Bristol,2025-01-27,Standard
517,Nathan,Harris,nathan.harris@email.com,Leeds,2025-07-27,Enterprise
518,Christy,Gray,christy.gray@email.com,Glasgow,2026-02-07,Enterprise
519,Michael,Wheeler,michael.wheeler@email.com,Sheffield,2025-08-18,Standard
520,Ruth,Gibson,ruth.gibson@email.com,Liverpool,2025-06-05,Enterprise
521,Sarah,Reyes,sarah.reyes@email.com,Sheffield,2024-09-07,Standard
522,Alexis,Smith,alexis.smith@email.com,Edinburgh,2026-06-29,Standard
523,Katie,Keller,katie.keller@email.com,Manchester,2025-08-10,Enterprise
524,Lisa,Duffy,lisa.duffy@email.com,Sheffield,2026-01-25,Standard
525,John,Johnson,john.johnson@email.com,Sheffield,2026-02-09,Standard
526,Joseph,Flores,joseph.flores@email.com,Glasgow,2025-04-15,Premium
527,Jessica,Reyes,jessica.reyes@email.com,Edinburgh,2024-09-03,Enterprise
528,Luke,Martin,luke.martin@email.com,Bristol,2025-08-29,Enterprise
529,Michael,Lewis,michael.lewis@email.com,Cardiff,2026-01-20,Standard
530,Megan,Griffith,megan.griffith@email.com,Manchester,2025-10-20,Enterprise
531,Sheri,Ortiz,sheri.ortiz@email.com,London,2025-10-17,Premium
532,Erica,Thomas,erica.thomas@email.com,Cardiff,2024-09-23,Premium
533,Adam,Scott,adam.scott@email.com,Leeds,2026-01-04,Enterprise
534,Brian,Bauer,brian.bauer@email.com,Edinburgh,2024-11-05,Premium
535,Kimberly,Moore,kimberly.moore@email.com,Manchester,2025-12-20,Enterprise
536,John,Joseph,john.joseph@email.com,Edinburgh,2024-10-31,Enterprise
537,Brenda,Harris,brenda.harris@email.com,Glasgow,2024-11-02,Premium
538,Grace,Webster,grace.webster@email.com,Cardiff,2024-08-23,Premium
539,Claudia,Simmons,claudia.simmons@email.com,Birmingham,2025-01-19,Enterprise
540,Bryan,Calderon,bryan.calderon@email.com,Sheffield,2025-09-27,Premium
541,Samuel,Mays,samuel.mays@email.com,London,2024-12-04,Standard
542,Joe,Lin,joe.lin@email.com,Sheffield,2025-07-13,Enterprise
543,Kathy,Oliver,kathy.oliver@email.com,Bristol,2025-04-01,Enterprise
544,Kelly,Bell,kelly.bell@email.com,Sheffield,2024-12-12,Enterprise
545,Sierra,Salinas,sierra.salinas@email.com,Liverpool,2025-01-13,Premium
546,Alicia,Reyes,alicia.reyes@email.com,Bristol,2024-09-26,Standard
547,Anthony,Francis,anthony.francis@email.com,Cardiff,2025-10-18,Standard
548,Mark,Perez,mark.perez@email.com,Glasgow,2024-10-06,Premium
549,Carl,Browning,carl.browning@email.com,London,2026-02-06,Premium
550,Kimberly,Gardner,kimberly.gardner@email.com,Edinburgh,2025-11-13,Premium
551,Tamara,Alexander,tamara.alexander@email.com,Birmingham,2025-12-10,Standard
552,Christopher,Brewer,christopher.brewer@email.com,Manchester,2024-08-13,Standard
553,Rebecca,West,rebecca.west@email.com,Cardiff,2025-12-24,Premium
554,Melissa,Davis,melissa.davis@email.com,Manchester,2024-07-15,Standard
555,Jill,Marquez,jill.marquez@email.com,Manchester,2025-08-28,Standard
556,Carmen,Torres,carmen.torres@email.com,London,2025-04-10,Premium
557,Evan,Alvarado,evan.alvarado@email.com,Edinburgh,2025-07-06,Premium
558,Troy,Benson,troy.benson@email.com,Leeds,2026-06-21,Premium
559,Crystal,Obrien,crystal.obrien@email.com,Cardiff,2025-12-12,Premium
560,Mark,Harris,mark.harris@email.com,Glasgow,2025-09-28,Premium
561,Billy,Bell,billy.bell@email.com,London,2025-08-03,Standard
562,Kristine,Gomez,kristine.gomez@email.com,Liverpool,2024-12-26,Premium
563,Charles,Carroll,charles.carroll@email.com,Sheffield,2024-12-04,Standard
564,Adam,Johnson,adam.johnson@email.com,Edinburgh,2025-05-14,Enterprise
565,Hunter,Jones,hunter.jones@email.com,London,2024-10-10,Standard
566,Andrew,Bailey,andrew.bailey@email.com,Sheffield,2026-04-11,Enterprise
567,Taylor,Washington,taylor.washington@email.com,Glasgow,2026-03-10,Premium
568,Mark,Moss,mark.moss@email.com,Cardiff,2025-06-15,Premium
569,Shannon,Pena,shannon.pena@email.com,Sheffield,2024-12-06,Premium
570,Jenna,Frazier,jenna.frazier@email.com,Liverpool,2024-12-01,Standard
571,Joseph,Miller,joseph.miller@email.com,Sheffield,2025-07-27,Premium
572,Michael,Bryant,michael.bryant@email.com,Cardiff,2025-06-13,Premium
573,Samantha,Horton,samantha.horton@email.com,Leeds,2024-11-27,Premium
574,Elizabeth,Clark,elizabeth.clark@email.com,Edinburgh,2025-12-12,Standard
575,Frank,Bryant,frank.bryant@email.com,Cardiff,2025-05-12,Standard
576,Carla,Singh,carla.singh@email.com,London,2026-04-27,Premium
577,Adam,Lee,adam.lee@email.com,Sheffield,2024-12-18,Enterprise
578,Barbara,Johnson,barbara.johnson@email.com,Edinburgh,2025-05-22,Enterprise
579,Carl,Tucker,carl.tucker@email.com,Sheffield,2024-10-28,Standard
580,Martha,Cook,martha.cook@email.com,Glasgow,2026-02-12,Standard
581,Thomas,Santiago,thomas.santiago@email.com,Birmingham,2024-10-21,Standard
582,Nancy,Mccoy,nancy.mccoy@email.com,London,2025-08-14,Premium
583,Diana,Fisher,diana.fisher@email.com,Leeds,2026-01-20,Standard
584,Sierra,Thomas,sierra.thomas@email.com,Bristol,2025-03-09,Enterprise
585,Rachel,Lucas,rachel.lucas@email.com,Manchester,2024-12-28,Enterprise
586,Phillip,Thompson,phillip.thompson@email.com,Birmingham,2024-08-17,Standard
587,Alexandra,Richardson,alexandra.richardson@email.com,Leeds,2025-05-26,Premium
588,Katrina,Ramirez,katrina.ramirez@email.com,Manchester,2025-05-09,Enterprise
589,Maurice,Vasquez,maurice.vasquez@email.com,Sheffield,2026-05-09,Premium
590,Paul,Mckenzie,paul.mckenzie@email.com,Liverpool,2025-08-01,Premium
591,Jessica,Whitaker,jessica.whitaker@email.com,Manchester,2024-12-07,Enterprise
592,Phillip,Flores,phillip.flores@email.com,Bristol,2025-01-23,Standard
593,Carrie,Casey,carrie.casey@email.com,Glasgow,2025-01-24,Premium
594,Joseph,Kramer,joseph.kramer@email.com,Cardiff,2024-08-16,Premium
595,Elaine,Baldwin,elaine.baldwin@email.com,Cardiff,2025-12-15,Premium
596,Sherry,Fry,sherry.fry@email.com,Leeds,2026-03-12,Premium
597,Erin,Bond,erin.bond@email.com,Cardiff,2025-07-31,Enterprise
598,Andrea,Green,andrea.green@email.com,Edinburgh,2025-12-05,Enterprise
599,Kathleen,Edwards,kathleen.edwards@email.com,Edinburgh,2026-02-03,Standard
600,Hannah,Burns,hannah.burns@email.com,Manchester,2025-02-23,Standard
601,Sharon,Flynn,sharon.flynn@email.com,Edinburgh,2025-11-05,Premium
602,Angela,Baldwin,angela.baldwin@email.com,Edinburgh,2024-10-30,Standard
603,Sara,Carr,sara.carr@email.com,Glasgow,2025-10-10,Standard
604,Austin,Anderson,austin.anderson@email.com,Sheffield,2024-12-04,Premium
605,Shannon,Crawford,shannon.crawford@email.com,Cardiff,2025-08-23,Premium
606,Eric,Martinez,eric.martinez@email.com,Liverpool,2025-12-07,Enterprise
607,Daniel,Davis,daniel.davis@email.com,Cardiff,2026-05-18,Standard
608,Dustin,Long,dustin.long@email.com,Manchester,2025-10-17,Enterprise
609,Joshua,Kennedy,joshua.kennedy@email.com,Manchester,2026-04-02,Enterprise
610,Mike,Holt,mike.holt@email.com,London,2025-07-15,Standard
611,Amy,Murphy,amy.murphy@email.com,Edinburgh,2025-10-02,Standard
612,Taylor,Taylor,taylor.taylor@email.com,Leeds,2025-05-01,Premium
613,Tina,Kelley,tina.kelley@email.com,Liverpool,2024-09-10,Standard
614,Eugene,Hart,eugene.hart@email.com,London,2025-11-27,Enterprise
615,Andrew,Baker,andrew.baker@email.com,London,2024-09-06,Standard
616,Dan,Collins,dan.collins@email.com,Leeds,2025-05-24,Enterprise
617,Samantha,Hughes,samantha.hughes@email.com,Cardiff,2026-05-04,Premium
618,David,Mann,david.mann@email.com,Birmingham,2026-06-07,Enterprise
619,Laurie,Haley,laurie.haley@email.com,London,2026-04-15,Premium
620,Philip,Simpson,philip.simpson@email.com,Bristol,2024-09-16,Premium
621,Kenneth,Hunt,kenneth.hunt@email.com,Bristol,2025-12-29,Standard
622,Paula,Harris,paula.harris@email.com,Birmingham,2025-06-29,Standard
623,Christopher,Flowers,christopher.flowers@email.com,Leeds,2024-08-31,Standard
624,Isaac,Leonard,isaac.leonard@email.com,London,2024-10-19,Enterprise
625,Charles,Dean,charles.dean@email.com,Bristol,2024-07-01,Premium
626,Joshua,Landry,joshua.landry@email.com,Liverpool,2026-03-10,Standard
627,Natasha,Cook,natasha.cook@email.com,Edinburgh,2025-07-04,Premium
628,Stephen,Morris,stephen.morris@email.com,Sheffield,2026-05-21,Standard
629,Amy,Whitehead,amy.whitehead@email.com,Cardiff,2024-09-01,Enterprise
630,Latasha,Norman,latasha.norman@email.com,Bristol,2025-05-17,Enterprise
631,Arthur,Baker,arthur.baker@email.com,Cardiff,2024-12-08,Standard
632,James,Moore,james.moore@email.com,Cardiff,2024-08-19,Enterprise
633,Gregory,Price,gregory.price@email.com,Manchester,2025-08-19,Enterprise
634,Jennifer,Jones,jennifer.jones@email.com,Edinburgh,2024-09-18,Premium
635,Alexis,Mayo,alexis.mayo@email.com,Liverpool,2025-08-21,Standard
636,Jeffrey,Lee,jeffrey.lee@email.com,Sheffield,2025-03-04,Standard
637,Roberto,Cherry,roberto.cherry@email.com,Leeds,2025-11-18,Premium
638,Michael,Bray,michael.bray@email.com,London,2026-01-17,Premium
639,Tammy,Wright,tammy.wright@email.com,Edinburgh,2024-12-07,Premium
640,James,Zuniga,james.zuniga@email.com,London,2025-09-22,Enterprise
641,Donald,Mason,donald.mason@email.com,Liverpool,2026-02-25,Premium
642,Scott,Nunez,scott.nunez@email.com,Bristol,2026-04-28,Premium
643,Matthew,Castro,matthew.castro@email.com,Edinburgh,2025-07-02,Standard
644,Wendy,Brown,wendy.brown@email.com,Leeds,2024-08-30,Standard
645,Thomas,Ross,thomas.ross@email.com,Birmingham,2025-08-07,Enterprise
646,Isabella,Rodriguez,isabella.rodriguez@email.com,Glasgow,2025-01-05,Standard
647,Sierra,Cooper,sierra.cooper@email.com,Cardiff,2025-01-26,Premium
648,Laura,Vazquez,laura.vazquez@email.com,London,2025-11-11,Enterprise
649,Joshua,Price,joshua.price@email.com,Glasgow,2024-10-29,Standard
650,Scott,Pacheco,scott.pacheco@email.com,Bristol,2025-07-28,Premium
651,Mark,Ray,mark.ray@email.com,Glasgow,2025-03-07,Standard
652,Alison,Hawkins,alison.hawkins@email.com,Cardiff,2026-01-01,Enterprise
653,Paul,Mueller,paul.mueller@email.com,London,2025-12-08,Enterprise
654,Andre,Rubio,andre.rubio@email.com,Bristol,2024-08-23,Standard
655,Andrea,Campbell,andrea.campbell@email.com,London,2025-01-04,Standard
656,Christina,Wilson,christina.wilson@email.com,Cardiff,2026-05-08,Premium
657,Gerald,Lambert,gerald.lambert@email.com,Cardiff,2025-07-23,Premium
658,Austin,Fisher,austin.fisher@email.com,Manchester,2026-04-11,Premium
659,Brandon,Castillo,brandon.castillo@email.com,Birmingham,2026-06-26,Standard
660,Michelle,Jones,michelle.jones@email.com,Birmingham,2024-12-23,Enterprise
661,Angela,Richards,angela.richards@email.com,Birmingham,2025-11-05,Standard
662,Alexis,Martinez,alexis.martinez@email.com,Manchester,2025-11-19,Enterprise
663,David,Cisneros,david.cisneros@email.com,Edinburgh,2024-10-01,Enterprise
664,William,Johnston,william.johnston@email.com,Bristol,2024-12-28,Premium
665,Steven,Davis,steven.davis@email.com,Glasgow,2026-01-23,Enterprise
666,Kyle,Doyle,kyle.doyle@email.com,Cardiff,2026-02-26,Standard
667,Diane,Moore,diane.moore@email.com,Cardiff,2026-05-24,Standard
668,Thomas,Thomas,thomas.thomas@email.com,Edinburgh,2025-01-11,Standard
669,Nancy,Cole,nancy.cole@email.com,Bristol,2024-08-07,Enterprise
670,Lisa,Christensen,lisa.christensen@email.com,Cardiff,2024-11-20,Standard
671,Shane,Mueller,shane.mueller@email.com,Liverpool,2024-10-22,Standard
672,John,Horn,john.horn@email.com,Glasgow,2025-05-04,Standard
673,Thomas,Long,thomas.long@email.com,Leeds,2024-10-02,Enterprise
674,Regina,Fernandez,regina.fernandez@email.com,Sheffield,2024-08-31,Premium
675,Angela,Shepherd,angela.shepherd@email.com,Glasgow,2024-07-04,Standard
676,John,Thomas,john.thomas@email.com,Manchester,2025-03-29,Premium
677,Steven,Morris,steven.morris@email.com,Leeds,2026-04-24,Enterprise
678,Donna,Hurst,donna.hurst@email.com,Cardiff,2025-12-12,Enterprise
679,Luke,Calderon,luke.calderon@email.com,Manchester,2024-11-17,Enterprise
680,Rebecca,Ramirez,rebecca.ramirez@email.com,Bristol,2024-08-05,Standard
681,Leah,Reeves,leah.reeves@email.com,Sheffield,2025-09-19,Premium
682,Matthew,Diaz,matthew.diaz@email.com,Manchester,2026-05-24,Premium
683,Jonathan,Smith,jonathan.smith@email.com,Liverpool,2026-03-17,Premium
684,Michelle,Hernandez,michelle.hernandez@email.com,Manchester,2025-05-09,Standard
685,Tara,Shaw,tara.shaw@email.com,Birmingham,2026-05-09,Premium
686,Amy,Morgan,amy.morgan@email.com,Bristol,2024-12-28,Premium
687,Paul,Larson,paul.larson@email.com,Edinburgh,2024-11-09,Enterprise
688,Nicholas,Berry,nicholas.berry@email.com,Manchester,2026-03-28,Premium
689,Kimberly,Sandoval,kimberly.sandoval@email.com,Leeds,2024-11-16,Standard
690,Natasha,Jackson,natasha.jackson@email.com,Birmingham,2024-08-02,Enterprise
691,John,Becker,john.becker@email.com,Liverpool,2026-05-11,Premium
692,Brett,Chambers,brett.chambers@email.com,Bristol,2025-06-17,Standard
693,Mariah,Rhodes,mariah.rhodes@email.com,London,2025-12-15,Enterprise
694,Melissa,Turner,melissa.turner@email.com,Edinburgh,2025-01-09,Enterprise
695,Anna,Miranda,anna.miranda@email.com,Glasgow,2025-12-26,Premium
696,Frank,Thompson,frank.thompson@email.com,Cardiff,2025-08-14,Standard
697,Kathryn,Terrell,kathryn.terrell@email.com,Cardiff,2025-06-14,Premium
698,John,Sutton,john.sutton@email.com,Glasgow,2026-04-06,Standard
699,Isaiah,Smith,isaiah.smith@email.com,Cardiff,2025-03-01,Standard
700,Stephanie,Bowman,stephanie.bowman@email.com,Edinburgh,2026-04-11,Standard
701,Darlene,Moore,darlene.moore@email.com,Birmingham,2025-10-09,Enterprise
702,Adam,Brown,adam.brown@email.com,Bristol,2026-02-14,Enterprise
703,Kimberly,Castillo,kimberly.castillo@email.com,Cardiff,2026-04-02,Standard
